Experiment,Total_Params,Model_Size_MB,Thresholds_Assigned,F1_Normal,AUC_Normal,F1_AF,AUC_AF,F1_Takikardia,AUC_Takikardia,F1_Bradikardia,AUC_Bradikardia
MULTILABEL_E2__Medium__Balanced__Progressive_Dilation__Pure_CNN,3113540,35.820051193237305,"[np.float64(0.42000000000000004), np.float64(0.52), np.float64(0.2), np.float64(0.37)]",0.97906782026235,0.9705796727290704,0.8987341772151899,0.9793662271795227,0.8777777777777778,0.9867383720930232,0.6545454545454545,0.9592992705242334
