Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
E2_clean_100_to_250__Medium__Balanced__Progressive_Dilation__CNN_Attention,0.8234062259419814,0.9082331367969863,0.8234062259419814,0.8562703622499296,0.9752885309673377,0.8980891719745223,0.8924050632911392,0.8952380952380953,0.9836092097486239,0.546875,0.875,0.6730769230769231,0.959283815529179,0.9881956155143339,0.9739612188365651,0.9810267857142857,0.9691331916148039,0.8604651162790697,0.891566265060241,0.8757396449704142,0.9891279069767441,3377604,38.87241840362549
