Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
E2_clean_100_to_250__Medium__Balanced__Progressive_Dilation__Pure_LSTM,0.7541491322975782,0.8114200822022576,0.7541491322975782,0.7795047995890981,0.9705611284070488,0.7197452229299363,0.8188405797101449,0.7661016949152543,0.9729703849722472,0.484375,0.6326530612244898,0.5486725663716814,0.9541450296735906,0.9752670039347948,0.9569773855488142,0.9660356347438753,0.961774447819567,0.8372093023255814,0.8372093023255814,0.8372093023255814,0.9933546511627906,317700,3.716923713684082
