Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
E2_100_to_250__Medium__Balanced__Progressive_Dilation__Pure_CNN,0.851998082576445,0.8920340287127172,0.851998082576445,0.8678172554873498,0.9781198544422589,0.9235668789808917,0.8950617283950617,0.9090909090909091,0.9818129587621718,0.59375,0.8085106382978723,0.6846846846846847,0.9657053659742829,0.983698707138842,0.9782001117942984,0.9809417040358744,0.9740017907069997,0.9069767441860465,0.8863636363636364,0.896551724137931,0.9909593023255814,3113540,35.82080364227295
