accuracy,loss,val_accuracy,val_loss
0.8136062622070312,1.1047300100326538,0.9170684814453125,0.9751139283180237
0.9309452176094055,0.8837722539901733,0.9517840147018433,0.8428080081939697
0.9484045505523682,0.8014032244682312,0.9657666087150574,0.7685837745666504
0.9588199853897095,0.7271481156349182,0.9623914957046509,0.6995038986206055
0.9638772010803223,0.6587142944335938,0.9638379812240601,0.641381561756134
0.9674292802810669,0.6034116744995117,0.9638379812240601,0.5874362587928772
0.9717037677764893,0.5564325451850891,0.9648023247718811,0.552402138710022
0.9729681015014648,0.523199737071991,0.9672130942344666,0.5261114239692688
0.9757375121116638,0.4991466701030731,0.9701060652732849,0.5105443000793457
0.9783263206481934,0.4828377664089203,0.9696239233016968,0.5024811625480652
0.9792895913124084,0.4760126769542694,0.9701060652732849,0.4975549578666687
0.9791691899299622,0.47339147329330444,0.970588207244873,0.49626678228378296
0.9788681268692017,0.4727804660797119,0.971070408821106,0.49444931745529175
0.979530394077301,0.4704977571964264,0.9701060652732849,0.4929962158203125
0.9789885878562927,0.46947962045669556,0.971070408821106,0.49196258187294006
0.9799518585205078,0.46779051423072815,0.970588207244873,0.49083980917930603
0.9788079261779785,0.46657922863960266,0.971070408821106,0.489684522151947
0.9800722599029541,0.46564745903015137,0.971070408821106,0.48845788836479187
0.9795905947685242,0.46425074338912964,0.971070408821106,0.48750579357147217
0.9797711968421936,0.4621852934360504,0.971070408821106,0.48628851771354675
0.9809151291847229,0.4605402946472168,0.971070408821106,0.48382529616355896
0.9805538654327393,0.4586980938911438,0.9715525507926941,0.4829806983470917
0.9807947278022766,0.457172691822052,0.9720346927642822,0.4812898635864258
0.9807344675064087,0.45509108901023865,0.971070408821106,0.481046587228775
0.9809151291847229,0.4535171687602997,0.9725168943405151,0.47989708185195923
0.9815171360969543,0.4509245455265045,0.971070408821106,0.47888505458831787
0.9817579984664917,0.4513278901576996,0.9715525507926941,0.47718673944473267
0.9803732633590698,0.45023113489151,0.9725168943405151,0.475475013256073
0.9817579984664917,0.447739839553833,0.9725168943405151,0.4740561246871948
0.9815171360969543,0.445283979177475,0.9715525507926941,0.47292208671569824
0.9810355305671692,0.44448280334472656,0.9720346927642822,0.4720878303050995
0.9813365340232849,0.44235220551490784,0.971070408821106,0.47122758626937866
0.9818181991577148,0.4413891136646271,0.971070408821106,0.47055143117904663
0.9818181991577148,0.4394366443157196,0.9720346927642822,0.46936362981796265
0.9822396039962769,0.4384666383266449,0.9715525507926941,0.46759143471717834
