Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
E3_clean_500_to_250__Medium__Balanced__Progressive_Dilation__CNN_Attention,0.835880802593191,0.9046187677874854,0.835880802593191,0.8630772464721785,0.9763221391204338,0.8789808917197452,0.8961038961038961,0.887459807073955,0.9781247007624162,0.59375,0.8837209302325582,0.7102803738317757,0.966632665677547,0.9870713884204609,0.9750138811771238,0.9810055865921787,0.9710777016696787,0.8837209302325582,0.8636363636363636,0.8735632183908046,0.9894534883720929,3377604,38.87241840362549
