epoch,accuracy,loss,val_accuracy,val_loss
0,0.7795906066894531,0.4049743413925171,0.8514946699142456,0.2719186246395111
1,0.8228175640106201,0.29179587960243225,0.876567006111145,0.19145186245441437
2,0.8513545989990234,0.21834975481033325,0.8934426307678223,0.14967040717601776
3,0.870740532875061,0.1824881136417389,0.8929604887962341,0.13802146911621094
4,0.8877784609794617,0.15395446121692657,0.9103182554244995,0.1161782294511795
5,0.8985550999641418,0.14476370811462402,0.9218900799751282,0.10776536166667938
6,0.9013245105743408,0.13581089675426483,0.9276759624481201,0.1009652391076088
7,0.9084888696670532,0.1300402581691742,0.9315332770347595,0.09830813109874725
8,0.9083684682846069,0.1256808042526245,0.9368370175361633,0.09680701792240143
9,0.9149307608604431,0.12121860682964325,0.9363548755645752,0.09648294001817703
10,0.9146899580955505,0.12159346044063568,0.9392478466033936,0.09586653858423233
11,0.9154726266860962,0.1184946745634079,0.9378013610839844,0.09613451361656189
12,0.9142684936523438,0.1214032992720604,0.9392478466033936,0.09566299617290497
13,0.9122817516326904,0.1226668730378151,0.9392478466033936,0.0955662876367569
14,0.91438889503479,0.12115068733692169,0.9378013610839844,0.0955277755856514
15,0.9166164994239807,0.12050054222345352,0.9402121305465698,0.09503889828920364
16,0.9172185659408569,0.12072174996137619,0.9397299885749817,0.09522394090890884
17,0.919084906578064,0.11994370818138123,0.9382835030555725,0.09525593370199203
18,0.9159542322158813,0.12103650718927383,0.9402121305465698,0.09511692076921463
19,0.9158338308334351,0.12201891839504242,0.9406943321228027,0.09503299742937088
20,0.9172787666320801,0.11847826838493347,0.9397299885749817,0.09504491090774536
21,0.9162552952766418,0.11991199105978012,0.9411764740943909,0.09475305676460266
22,0.9170981049537659,0.11852194368839264,0.9406943321228027,0.09479407966136932
23,0.9146899580955505,0.11992727965116501,0.941658616065979,0.09457240998744965
24,0.9177603721618652,0.11725480109453201,0.9406943321228027,0.0948144719004631
25,0.9182420372962952,0.11782348901033401,0.9411764740943909,0.09475702792406082
26,0.9180011749267578,0.1190846636891365,0.9402121305465698,0.09438838809728622
27,0.9171583652496338,0.11923416703939438,0.9406943321228027,0.0945279449224472
28,0.9163756966590881,0.11922567337751389,0.9402121305465698,0.0943472683429718
29,0.9160746335983276,0.11890636384487152,0.9402121305465698,0.09426122903823853
30,0.9180614352226257,0.12004265934228897,0.9411764740943909,0.09434568881988525
31,0.918181836605072,0.11773370951414108,0.941658616065979,0.09415710717439651
32,0.9178807735443115,0.11844074726104736,0.941658616065979,0.09430447220802307
33,0.9182420372962952,0.11552301049232483,0.9426229596138,0.09444066137075424
34,0.9190247058868408,0.11623196303844452,0.9431051015853882,0.09423622488975525
