accuracy,loss,val_accuracy,val_loss
0.7986754775047302,1.1427183151245117,0.03567984700202942,1.4363758563995361
0.9223961234092712,0.8689864277839661,0.9103182554244995,0.8275887966156006
0.9447922706604004,0.7533476948738098,0.9585342407226562,0.7053982019424438
0.9517760276794434,0.6638204455375671,0.9532305002212524,0.622695803642273
0.9564719796180725,0.5859702825546265,0.9556412696838379,0.5526038408279419
0.9616495966911316,0.5199360251426697,0.9628736972808838,0.49174854159355164
0.963756799697876,0.4705633223056793,0.9623914957046509,0.45321840047836304
0.9656833410263062,0.4350832998752594,0.9676952958106995,0.4239214062690735
0.9686333537101746,0.410569429397583,0.9681774377822876,0.4046019911766052
0.9703190922737122,0.3935856521129608,0.9667309522628784,0.39494895935058594
0.9706200957298279,0.38868701457977295,0.9681774377822876,0.391690194606781
0.9714027643203735,0.38463860750198364,0.9676952958106995,0.3898969292640686
0.9708006978034973,0.38297373056411743,0.9672130942344666,0.38868820667266846
0.9719446301460266,0.3829038739204407,0.9676952958106995,0.38709157705307007
0.9714027643203735,0.38101035356521606,0.9686595797538757,0.3856653571128845
0.9712823629379272,0.3792083263397217,0.9676952958106995,0.38460665941238403
0.9700180888175964,0.3786410391330719,0.9676952958106995,0.3831992447376251
0.9720650315284729,0.37670308351516724,0.9672130942344666,0.382181316614151
0.9721854329109192,0.37498581409454346,0.9676952958106995,0.38009223341941833
0.9709211587905884,0.3743971884250641,0.9686595797538757,0.37859511375427246
0.9717639684677124,0.37212610244750977,0.9681774377822876,0.37718427181243896
0.9722456336021423,0.3695701062679291,0.9691417813301086,0.3755156695842743
0.9711017608642578,0.3679488003253937,0.9686595797538757,0.37385255098342896
0.9725466370582581,0.3676570951938629,0.9686595797538757,0.37317517399787903
0.9712221622467041,0.36633652448654175,0.9691417813301086,0.37107327580451965
0.9718242287635803,0.36387699842453003,0.9691417813301086,0.3701413571834564
0.9709211587905884,0.36340755224227905,0.9691417813301086,0.3686892092227936
0.9729079008102417,0.36216819286346436,0.9686595797538757,0.36750298738479614
0.972125232219696,0.36077451705932617,0.9686595797538757,0.3657195270061493
0.9740517735481262,0.3573041558265686,0.9686595797538757,0.3644406199455261
0.9705598950386047,0.3583477735519409,0.9701060652732849,0.3624368906021118
0.9714027643203735,0.35607531666755676,0.9691417813301086,0.36122679710388184
0.9719446301460266,0.3546711504459381,0.9696239233016968,0.35987257957458496
0.9729681015014648,0.35124245285987854,0.9691417813301086,0.3590156137943268
0.9726670384407043,0.35056406259536743,0.9696239233016968,0.3577108681201935
