Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
E3_500_to_250__Medium__Balanced__Progressive_Dilation__Pure_CNN,0.8495469810194671,0.8924135959611332,0.8495469810194671,0.8662635366736313,0.9784299200583542,0.9171974522292994,0.9,0.9085173501577287,0.9826417436842296,0.578125,0.8043478260869565,0.6727272727272727,0.965365356083086,0.9842608206857786,0.9776661083193746,0.9809523809523809,0.9742416502335427,0.9186046511627907,0.8876404494382022,0.9028571428571428,0.9914709302325582,3113540,35.82080364227295
