Experiment,Balanced_Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Macro_AUROC,Sens_Normal,Precision_Normal,F1_Normal,AUROC_Normal,Sens_AF,Precision_AF,F1_AF,AUROC_AF,Sens_Takikardia,Precision_Takikardia,F1_Takikardia,AUROC_Takikardia,Sens_Bradikardia,Precision_Bradikardia,F1_Bradikardia,AUROC_Bradikardia,Total_Params,Model_Size_MB
EXP_100HZ_TO_250HZ__Medium__Balanced__Progressive_Dilation__Pure_CNN,0.8469210610487493,0.9024845506669151,0.8469210610487493,0.8676482693108294,0.975452982667124,0.9171974522292994,0.9056603773584906,0.9113924050632911,0.9801157657345313,0.578125,0.8604651162790697,0.6915887850467289,0.9622898120672602,0.9853850477796515,0.9771460423634337,0.9812482507696614,0.971522631936472,0.9069767441860465,0.8666666666666667,0.8863636363636364,0.9878837209302325,3113540,35.820125579833984
