Experiment,Total_Params,Model_Size_MB,Thresholds_Assigned,F1_Normal,AUC_Normal,F1_AF,AUC_AF,F1_Takikardia,AUC_Takikardia,F1_Bradikardia,AUC_Bradikardia
MULTILABEL_E2__Medium__Balanced__Progressive_Dilation__Pure_CNN,3113540,35.820051193237305,"[np.float64(0.45999999999999996), np.float64(0.82), np.float64(0.19), np.float64(0.42000000000000004)]",0.9810055865921787,0.9704423485726528,0.9019607843137255,0.9739609645603643,0.8876404494382022,0.9869127906976745,0.6666666666666666,0.9584647007912958
